chr	pos	cm
7	11965406	37.2
7	12082488	37.4
7	12335114	37.8
7	12572477	38.2
7	12699241	38.4
7	12816026	38.6
7	12917003	38.8
7	13077423	39
7	13198303	39.2
7	13440794	39.6
7	13624638	39.8
7	13781686	40
7	14236136	40.4
7	14465859	40.6
7	14675238	40.8
7	14896805	41
7	15198860	41.2
7	15408493	41.4
7	15615208	41.6
7	15862123	41.8
7	16089385	42
7	16340781	42.2
7	16559547	42.4
7	17006718	42.8
7	17218902	43
7	17455539	43.2
7	17676462	43.4
7	17900941	43.6
7	18359349	43.8
7	19059307	44
7	19766439	44.2
7	20610738	44.4
7	21140196	44.6
7	21469943	44.8
7	22018364	45
7	22242431	45.2
7	22573709	45.4
7	22883047	45.6
7	24621917	46
7	25509337	46.2
7	26413132	46.4
7	27247523	46.6
7	28114733	46.8
7	29023805	47
7	29902861	47.2
7	31548125	47.6
7	32294558	47.8
7	35176440	48
7	39230314	48.2
7	40363375	48.4
7	41378285	48.6
7	86974194	49
7	89228575	49.2
7	92654268	49.4
7	97232720	49.6
7	101842692	49.8
7	103126071	50
7	105190934	50.2
7	107167801	50.4
7	108835220	50.6
7	110150701	50.8
7	111440141	51
7	111829526	51.2
7	112239057	51.4
7	112656509	51.6
7	112901774	51.8
7	113310886	52
7	113719179	52.2
7	114524712	52.6
7	114911225	52.8
7	115363989	53
7	115769231	53.2
7	116169440	53.4
7	116578666	53.6
7	116966156	53.8
7	117472251	54
7	117805359	54.2
7	118196430	54.4
7	118676982	54.6
7	119084105	54.8
7	119459988	55
7	119879158	55.2
7	120289379	55.4
7	120696235	55.6
7	121076465	55.8
7	121469901	56
		
7	122709602	56.4
7	123119284	56.6
7	123513285	56.8
7	123916298	57
7	124309588	57.2
7	124788697	57.4
7	125150816	57.6
7	125576309	57.8
7	126104122	58
7	126906624	58.4
7	127252128	58.6
7	127655159	58.8
7	128071319	59
7	128476321	59.2
7	128761384	59.4
7	129340706	59.6
7	129771034	59.8
7	130179039	60
7	130593817	60.2
7	131274180	60.6
7	131676392	60.8
7	132073484	61
7	132461806	61.2
7	132599421	61.4
7	132735870	61.6
7	133013914	62
7	133311710	62.4
7	133500809	62.6
7	133679892	62.8
7	133814310	63
7	134313829	63.2
7	134649024	63.4
7	134907017	63.6
7	135107353	64
7	135563614	64.6
7	135725486	64.8
7	135878324	65
7	136035773	65.2
7	136193165	65.4
7	136354476	65.6
7	136508376	65.8
7	136663227	66
7	136820368	66.2
7	136969585	66.4
7	137155762	66.6
7	137297298	66.8
7	137440690	67
7	137597178	67.2
7	137758955	67.4
7	137917763	67.6
7	138071704	67.8
7	138228788	68
7	138383253	68.2
7	138544669	68.4
7	138708016	68.6
7	138844810	68.8
7	139020110	69
7	139190176	69.2
7	139329956	69.4
7	139530322	69.6
7	139780532	69.8
7	140071604	70
7	140295155	70.2
7	140562130	70.4
7	140822448	70.6
7	142262527	71.6
7	144562147	72.2
7	145083669	72.4
7	145738633	72.6
7	146224801	73
7	146499748	73.2
7	146748617	73.4
7	147137853	73.6
7	147384616	73.8
7	147624249	74
7	147841358	74.2
7	148096313	74.4
7	148333305	74.6
7	148578987	74.8
7	148810993	75
7	148991637	75.2
7	149085773	75.4
7	149179786	75.6
7	149275826	75.8
7	149369288	76
7	149492758	76.2
7	149702672	76.4
7	149991114	76.6
7	150270839	76.8
7	150476765	77
7	150689348	77.2
7	150909917	77.4
7	151102850	77.6
7	151327508	77.8
7	151747402	78.2
7	151951418	78.4
7	152177459	78.6
7	152398389	78.8
7	153069245	79.2
7	153496675	79.6
7	153887399	80
7	154104456	80.2
7	154348607	80.4
7	154543931	80.6
7	155260025	81
7	155467937	81.2
7	155634474	81.4
7	155875272	81.6
7	156114342	81.8
7	156325379	82
7	156533036	82.2
7	159193766	82.4
7	159397718	82.6
7	159606368	82.8
7	159883629	83
7	160327182	83.4
7	160717460	83.8
7	160929086	84
7	161300604	84.4
7	161508313	84.6
7	161745199	84.8
7	161917915	85
7	162121737	85.2
7	162322370	85.4
7	162502743	85.6
7	162704105	85.8
7	163079888	86.2
7	163298956	86.4
7	163509158	86.6
7	163712476	86.8
7	163926780	87
7	164131881	87.2
7	164357872	87.4
7	164495516	87.6
7	164732511	87.8
7	164925064	88
7	165115353	88.2
7	165276124	88.4
7	165558150	88.6
7	165829311	88.8
7	165982991	89
7	166184386	89.2
7	166290210	89.4
7	166488039	89.6
7	166548606	89.8
7	166646393	90
7	166752378	90.2
7	166858699	90.4
7	166966596	90.6
7	167153087	91
7	167295419	91.2
7	167403241	91.4
7	167512674	91.6
7	167618538	91.8
7	167725672	92
7	167831007	92.2
7	167899128	92.4
7	168003723	92.6
7	168110742	92.8
7	168222415	93
7	168314881	93.2
7	168425997	93.4
7	168536318	93.6
7	168641966	93.8
7	168730164	94
7	168802883	94.2
7	168949562	94.4
7	169082657	94.6
7	169196532	94.8
7	169305736	95
7	169405973	95.2
7	169503603	95.4
7	169598186	95.6
7	169698533	95.8
7	169818075	96
7	169886472	96.4
7	170090011	96.6
7	170186978	96.8
7	170273253	97
7	170385668	97.2
7	170483556	97.4
7	170617191	97.8
7	170714469	98
7	171050335	98.6
7	171147477	98.8
7	171269435	99
7	171378297	99.2
7	171431374	99.4
7	171635470	99.8
7	171731138	100
7	171840684	100.2
7	171978038	100.6
7	172118302	100.8
		
7	172316584	101.2
7	172424237	101.4
7	172526686	101.6
7	172634610	101.8
7	172719429	102.2
7	172900338	102.4
7	173019635	102.6
7	173127337	102.8
7	173221995	103
7	173319512	103.2
7	173495216	103.4
7	173504655	103.6
7	173633233	103.8
7	173728821	104
7	173828601	104.2
7	173926717	104.4
7	174025785	104.6
7	174126665	104.8
7	174223737	105
7	174303958	105.2
7	174467824	105.6
7	174551354	105.8
7	174636079	106
7	174720526	106.2
7	174778002	106.4
7	174859588	106.6
7	174989778	106.8
7	175049790	107
7	175101639	107.2
7	175137840	107.4
7	175268455	107.6
7	175365301	108
7	175515033	108.2
7	175595238	108.4
7	175681515	108.6
7	175762634	108.8
7	175936471	109.2
7	176019056	109.4
7	176029736	109.6
7	176160569	109.8
7	176244959	110
7	176325734	110.2
		
7	176590888	111
7	176634689	111.2
7	176702917	111.4
7	176768982	111.6
7	176836174	111.8
7	176895139	112
7	177028491	112.2
7	177104835	112.4
7	177153970	112.6
7	177216050	113
7	177309485	113.2
7	177381794	113.4
7	177439230	113.6
7	177491661	113.8
7	177537708	114
7	177639356	114.2
7	177708047	114.4
7	177817786	114.6
7	177908827	114.8
7	178049594	115
7	178260398	115.2
7	178304682	115.4
7	178438130	115.6
7	178551568	115.8
7	178699035	116
7	178886387	116.4
7	179118179	116.6
7	179252570	116.8
7	179387647	117
7	179543006	117.2
7	179676776	117.4
7	179765306	117.6
7	179809632	117.8
7	179867076	118
7	179904155	118.2
7	179948313	118.4
7	180019198	118.6
7	180034152	118.8
7	180083599	119
7	180136544	119.2
7	180175123	119.4
7	180218793	119.6
7	180262341	119.8
7	180311415	120
7	180355234	120.2
7	180599380	120.4
7	181757872	125
7	182688150	129
7	182812637	129.8
7	182858120	130
7	182902471	130.2
7	182942012	130.4
7	182985458	130.6
7	183074672	131
7	183121462	131.2
7	183167603	131.4
7	183214647	131.6
7	183228048	131.8
7	183335477	132
7	183380055	132.2
7	183426549	132.4
7	183474165	132.6
7	183520810	132.8
7	183567769	133
7	183614671	133.2
7	183662050	133.4
7	183708956	133.6
7	183756862	133.8
7	183921727	134
7	184175659	134.2
7	184362687	134.4
7	184547294	134.6
7	184724122	134.8
7	184798387	135
7	184879250	135.2
7	184949290	135.4
7	185039000	135.6
7	185108669	135.8
7	185239879	136.2
7	185309466	136.4
7	185378782	136.6
7	185480198	136.8
7	185539793	137
7	185609711	137.2
		
8	186069	-1.197569463
8	486435	-0.4
8	561729	-0.2
8	639889	0.2
8	849540	0.6
8	965708	0.8
8	1014393	1
8	1058663	1.2
8	1128976	1.4
8	1220921	1.6
8	1302923	1.8
8	1398100	2
8	1406998	2.2
		
8	1657928	2.6
8	1722688	2.8
8	1782455	3
8	1864639	3.2
8	1949664	3.4
8	2030852	3.6
8	2113972	3.8
8	2195285	4
8	2279304	4.2
8	2359893	4.4
8	2442957	4.6
8	2522498	4.8
8	2600015	5
8	2680729	5.2
8	2778943	5.4
8	2860728	5.6
8	2918580	5.8
8	3025043	6
8	3115748	6.2
8	3198478	6.4
8	3289136	6.6
8	3343922	6.8
8	3421556	7
8	3502690	7.2
8	3593899	7.4
8	3669576	7.6
8	3762077	7.8
8	3836269	8
8	3924625	8.2
8	3995869	8.4
8	4043764	8.6
8	4154846	8.8
8	4237233	9
8	4319427	9.2
8	4410090	9.4
8	4492471	9.6
8	4525626	9.8
8	4563311	10
8	4593372	10.2
8	4628754	10.4
8	4671510	10.6
8	4713122	10.8
8	4781524	11.2
8	4845637	11.4
8	4898691	11.6
8	4928402	12
8	5026484	12.2
8	5086073	13
8	5214556	13.2
8	5263178	13.4
8	5303571	13.6
8	5415966	14.2
8	5457192	14.4
8	5489304	14.6
8	5552994	14.8
8	5597961	15
8	5634520	15.2
8	5680410	15.4
8	5724509	15.6
8	5780819	15.8
8	5826926	16
8	5871892	16.2
8	5916766	16.4
8	6006654	16.8
8	6105810	17
8	6236149	17.2
8	6389981	17.4
8	6568411	17.6
8	6814632	17.8
8	6973266	18
8	7125597	18.2
8	7270240	18.4
8	7374718	18.6
8	7482064	18.8
8	7592349	19
8	7700716	19.2
8	7813960	19.4
8	7909470	19.6
8	8039928	19.8
8	8226002	20.2
8	8341156	20.4
8	8455670	20.6
8	8577845	20.8
8	8701992	21
8	8764773	21.2
8	8855404	21.4
8	8909346	21.6
8	8983416	21.8
8	9130787	22.2
8	9201520	22.4
8	9275632	22.6
8	9349868	22.8
8	9445001	23
8	9520586	23.2
8	9596379	23.4
8	9670848	23.6
8	9746122	23.8
8	9827938	24
8	9908654	24.2
8	9984685	24.4
8	10058180	24.6
8	10210787	25
8	10300525	25.2
8	10354589	25.4
8	10428564	25.6
8	10500398	25.8
8	10574647	26
8	10648916	26.2
8	10723727	26.4
8	10790772	26.6
8	10866856	26.8
8	11003599	27.2
8	11086169	27.4
8	11166293	27.6
8	11263423	27.8
8	11341783	28
8	11416279	28.2
8	11490316	28.4
8	11563521	28.6
8	11631802	28.8
8	11703187	29
8	11779958	29.2
8	11857123	29.4
8	11931454	29.6
8	11944499	29.8
8	11954203	30
8	12037430	30.2
8	12183889	30.6
8	12246331	30.8
8	12349413	31
8	12434821	31.2
8	12523976	31.4
8	12595065	31.6
8	13070041	32.2
8	13129781	32.4
8	13221613	32.8
8	13295021	33
8	13378069	33.2
8	13443063	33.4
8	13535438	33.6
8	13620263	33.8
8	13661952	34
8	13733803	34.2
8	13807598	34.4
8	13943611	34.8
8	14035306	35
8	14106138	35.2
8	14178865	35.4
8	14251601	35.6
8	14335426	35.8
8	14409594	36
8	14486283	36.2
8	14700274	36.4
8	14917318	36.6
8	15109160	36.8
8	15317435	37
8	15494430	37.2
8	15692704	37.4
8	15853801	37.6
8	16031678	37.8
8	16229170	38
8	16395495	38.2
8	16553240	38.4
8	16838890	38.6
8	17013405	38.8
8	17192806	39
8	17344793	39.2
8	17449804	39.4
8	17570294	39.6
8	17676782	39.8
8	17785238	40
8	18000348	40.4
8	18109387	40.6
8	18252918	40.8
8	18358989	41
8	18469192	41.2
8	18573626	41.4
8	18699216	41.6
8	18816198	41.8
8	18959183	42
8	19096724	42.2
8	19224100	42.4
8	19373995	42.6
8	19505085	42.8
8	19619658	43
8	19803624	43.2
8	19935773	43.4
8	20166754	43.8
8	20298874	44
8	20431782	44.2
8	20565090	44.4
8	20698408	44.6
8	20844794	44.8
8	20972015	45
8	21102946	45.2
8	21249242	45.4
8	21487052	45.8
8	21620481	46
8	21752500	46.2
8	21887760	46.4
8	22074321	46.6
8	22158266	46.8
8	22290028	47
8	22410475	47.2
8	22519561	47.4
8	22636924	47.6
8	22729768	47.8
8	22801050	48
8	22984155	48.4
8	23217022	48.6
8	23435010	48.8
8	23653436	49
8	23865188	49.2
8	24067321	49.4
8	24316383	49.6
8	24594328	49.8
8	24850056	50
8	25112532	50.2
8	25377585	50.4
8	28549653	50.6
8	32176672	50.8
8	34834320	51
8	37982202	51.2
8	41121747	51.4
8	44228832	51.6
8	47336416	51.8
8	59603805	52.2
8	65909429	52.4
8	67825511	52.6
8	71793353	52.8
8	72881437	53
8	73970263	53.2
8	74776418	53.4
8	75554327	53.6
8	77206355	53.8
8	79457011	54
8	81750892	54.2
8	83993478	54.4
8	85852537	54.6
8	87083491	54.8
8	89837753	55.2
8	91163731	55.4
8	92504522	55.6
8	93758049	55.8
8	94980773	56
8	96183528	56.2
8	97400412	56.4
8	98630952	56.6
8	99985963	56.8
8	102510171	57.2
8	103423355	57.4
8	103860226	57.6
8	104084268	57.8
8	104828694	58
8	105486872	58.2
8	106129803	58.4
8	106829582	58.6
8	107464964	58.8
8	108148044	59
8	109543408	59.4
8	110181716	59.6
8	110824154	59.8
8	111481752	60
8	112400362	60.2
8	112973887	60.4
8	114873316	61
8	115740258	61.2
8	116627806	61.4
8	117337468	61.6
8	118078930	61.8
8	118899562	62
8	119371091	62.2
8	119790429	62.4
8	120049743	62.6
8	120409074	62.8
8	120733552	63
8	121133604	63.2
8	121576617	63.4
8	122004989	63.6
8	122393159	63.8
8	122821605	64
8	123162135	64.2
8	123493508	64.4
8	123852348	64.6
8	124294740	64.8
8	124641802	65
8	125021215	65.2
8	125359642	65.4
8	125908925	65.6
8	126274393	65.8
8	126617369	66
8	127314138	66.4
8	127663360	66.6
8	128006268	66.8
8	129109518	67
8	131041995	67.2
8	131890970	67.4
8	132729814	67.6
8	134111963	67.8
8	134568485	68
8	135060012	68.2
8	135546032	68.4
8	136026975	68.6
8	136505465	68.8
8	137058142	69
8	137582196	69.2
8	138121251	69.4
8	139413612	69.6
8	140913596	70
8	141694455	70.2
8	142493542	70.4
8	143064004	70.6
8	143658775	70.8
8	144234568	71
8	144752258	71.2
8	145308115	71.4
8	145621322	71.6
8	145937192	71.8
8	146261478	72
8	146513430	72.2
8	146928808	72.4
8	147258972	72.6
8	147551605	72.8
8	147868322	73
8	148176321	73.2
8	148484444	73.4
8	148856146	73.6
8	149172311	73.8
8	149470846	74
8	149772756	74.2
8	149979768	74.4
8	150193916	74.6
8	150404071	74.8
8	150615439	75
8	150863265	75.2
8	151096816	75.4
8	151578743	75.8
8	151697375	76
8	151946504	76.2
8	152194250	76.4
8	152460408	76.6
8	152748448	76.8
8	152972015	77
8	153224815	77.2
8	153533949	77.4
8	153743516	77.6
8	153996366	77.8
8	154250571	78
8	154481318	78.2
8	154728125	78.4
8	154971798	78.6
8	155217818	78.8
8	155463616	79
8	155714946	79.2
8	155948740	79.4
8	156247064	79.6
8	156473114	79.8
8	156734542	80
8	156977582	80.2
8	157225458	80.4
8	157457247	80.6
8	158125869	80.8
8	158769118	81
8	159411475	81.2
8	159985790	81.4
8	162543607	81.8
8	162793128	82
8	163105428	82.2
8	163552674	82.4
8	163661640	82.6
8	163805800	82.8
8	163924304	83
8	163990758	83.2
8	164167326	83.4
		
8	164420159	83.8
8	164820203	84.4
8	164925108	84.6
8	165045272	84.8
8	165145791	85
8	165287055	85.2
8	165405591	85.4
8	165530266	85.6
8	165801765	86
8	165937122	86.2
8	166054878	86.4
8	166176748	86.6
8	166385509	87
8	166527923	87.2
8	166635011	87.4
8	166752784	87.6
8	167062684	88
8	167316717	88.2
8	167673927	88.6
8	167970119	89
8	168093929	89.2
8	168210010	89.4
8	168311899	89.6
8	168464037	89.8
8	168511200	90
8	168609649	90.2
8	168711205	90.4
8	168809822	90.6
8	168911664	90.8
8	169016824	91
8	169185532	91.2
8	169418277	91.4
8	169660659	91.6
8	169910257	91.8
8	170062977	92
8	170173572	92.4
8	170303752	92.8
8	170365893	93
8	170509716	93.4
8	170572628	93.6
8	170643705	93.8
8	170695459	94
8	170762789	94.2
8	170830261	94.4
8	170888673	94.6
8	170953082	94.8
8	171199274	95
8	171263728	95.2
8	171328313	95.4
8	171413091	95.6
8	171505860	95.8
8	171581655	96
8	171668370	96.2
8	171720441	96.4
8	171741720	96.6
8	171762552	96.8
8	171783330	97
8	171803628	97.2
8	171822756	97.4
8	171843534	97.6
8	171862944	97.8
8	171883709	98
8	171956626	98.2
8	172024237	98.4
8	172091886	98.6
8	172166823	98.8
8	172229256	99
8	172290349	99.2
8	172355467	99.4
8	172448090	99.6
8	172509840	99.8
8	172630227	100.2
8	172691575	100.4
8	172752810	100.6
8	172812457	100.8
8	172867608	101
8	172927669	101.2
8	172979218	101.4
8	173055075	101.6
8	173112373	101.8
8	173146956	102
8	173211563	102.2
8	173291896	102.4
8	173351538	102.6
8	173405491	102.8
8	173469261	103
8	173529558	103.2
8	173587895	103.4
8	173654801	103.6
8	173720256	103.8
8	173806314	104
8	173879799	104.2
8	173955279	104.4
8	174036735	104.6
8	174111789	104.8
8	174184174	105
8	174325280	105.4
8	174405155	105.6
8	174477704	105.8
8	174551756	106
8	174644509	106.2
8	174699243	106.4
8	174773501	106.6
8	174834020	106.8
8	174881511	107
8	174931934	107.2
8	175012330	107.6
8	175060065	107.8
8	175103445	108
8	175155536	108.2
8	175204665	108.4
8	175322831	109
8	175406701	109.4
8	175448914	109.6
8	175493677	109.8
8	175558739	110
8	175606358	110.2
8	175653989	110.4
8	175688549	110.6
8	175737025	110.8
8	175784578	111
8	175847511	111.4
8	175898394	111.6
8	175946127	111.8
8	175993863	112
8	176043049	112.4
8	176120987	112.6
8	176176406	112.8
8	176222083	113
8	176314040	113.4
8	176362283	113.6
8	176411504	113.8
8	176497690	114
8	176556032	114.2
8	176604161	114.4
8	176651896	114.6
8	176699625	114.8
8	176747417	115
8	176794935	115.2
8	176850469	115.4
8	176952945	115.8
8	177001152	116
8	177051592	116.2
8	177088759	116.4
8	177216365	117
8	177278933	117.2
8	177335736	117.4
8	177400573	117.6
8	177469142	117.8
8	177535152	118
8	177660293	118.2
8	177672949	118.4
8	177773404	118.8
8	177833235	119
8	177861408	119.2
8	177883362	119.4
8	177911533	119.6
8	177939454	119.8
8	177967624	120
8	177996071	120.2
8	178024240	120.4
8	178052410	120.6
8	178081784	120.8
8	178112627	121
8	178140787	121.2
8	178169027	121.4
8	178197196	121.6
8	178218707	121.8
8	178287351	122
8	178315521	122.2
8	178343759	122.4
8	178371196	122.6
8	178399381	122.8
8	178429770	123
8	178485026	123.2
8	178536986	123.4
8	178586086	123.6
8	178636036	123.8
8	178752771	124.2
8	178803598	124.4
8	178864278	124.6
8	178914722	124.8
8	178965051	125
8	179016417	125.2
8	179066172	125.4
8	179116225	125.6
8	179165985	125.8
8	179266267	126.2
8	179306059	126.4
8	179355794	126.6
8	179451320	127
8	179499157	127.2
8	179585364	127.4
8	179622817	127.6
8	179748760	127.8
8	179838638	128
8	179955152	128.2
8	180019005	128.6
8	180084147	128.8
8	180150477	129
8	180220432	129.2
8	180298319	129.4
8	180354114	129.6
8	180408141	129.8
8	180460030	130
8	180564163	130.4
8	180616192	130.6
8	180668079	130.8
8	180720250	131
8	180772117	131.2
8	180824494	131.4
		
8	180933867	131.8
		
8	181044187	132.2
8	181147081	132.6
8	181197929	132.8
8	181244131	133
8	181306462	133.2
8	181358346	133.4
8	181409912	133.6
8	181466708	133.8
8	181521750	134
8	181572655	134.2
8	181621866	134.4
8	181655426	134.6
8	181722807	134.8
8	181774339	135
8	181864088	135.2
8	181884029	135.4
8	181939229	135.6
8	181998547	135.8
8	182051881	136
8	182104191	136.2
8	182155201	136.4
8	182209411	136.6
8	182260394	136.8
8	182312266	137
		
		
9	2132665	-8
9	2305461	-7.4
9	2471251	-7
9	2561007	-6.8
9	2646725	-6.6
9	2722992	-6.2
9	2948574	-5.8
9	3110777	-5.6
9	3175088	-5.4
9	3261104	-5.2
9	3372886	-5
9	3440864	-4.8
9	3513561	-4.6
9	3615795	-4.4
9	3701015	-4.2
9	3795702	-4
9	3824813	-3.8
9	3978106	-3.6
9	4047435	-3.4
9	4110924	-3.2
9	4225830	-3
9	4367266	-2.8
9	4393419	-2.6
9	4411870	-2.4
9	4555417	-2.2
9	4649610	-1.8
9	4716427	-1.6
9	4849590	-1.4
9	4896133	-1.2
9	4982276	-1
9	5037004	-0.8
9	5124874	-0.6
9	5212562	-0.4
9	5298983	-0.2
9	5377226	1.28E-15
9	5458385	0.2
9	5536667	0.4
9	5615175	0.6
9	5695228	0.8
9	5770017	1
9	5855178	1.2
9	5939496	1.4
9	6078175	1.6
9	6096121	1.8
9	6176225	2
9	6257885	2.2
9	6346556	2.4
9	6423213	2.6
9	6498858	2.8
9	6586012	3
9	6664159	3.2
9	6733657	3.4
9	6908967	3.8
9	6985006	4
9	7112079	4.2
9	7160126	4.4
9	7354735	5
9	7433318	5.2
9	7513967	5.4
9	7597312	5.6
9	7683153	5.8
9	7751385	6
9	7830016	6.2
9	7913256	6.4
9	7993614	6.6
9	8063542	7
9	8192543	7.2
9	8268743	7.4
9	8320922	7.6
9	8399555	7.8
9	8478143	8
9	8555791	8.2
9	8644908	8.4
9	8723689	8.6
9	8802186	8.8
9	8912313	9
9	8959014	9.2
9	9024636	9.4
		
9	9186887	9.8
9	9276853	10
9	9343745	10.2
9	9400018	10.4
9	9494610	10.6
9	9572433	10.8
9	9606349	11
9	9817500	11.2
9	9906659	11.4
9	9984815	11.6
9	10064810	11.8
9	10143940	12
9	10221181	12.2
9	10299621	12.4
9	10448680	12.6
9	10501841	12.8
9	11012436	13.8
9	11455793	14.8
9	11538063	15
9	11615428	15.2
9	11691737	15.4
9	11770831	15.6
9	11852892	15.8
9	12009235	16.2
9	12055693	16.4
9	12142646	16.6
9	12213813	16.8
9	12292892	17
9	12357862	17.2
9	12441606	17.4
9	12527205	17.6
9	12604800	17.8
9	12716425	18
9	12754498	18.2
9	12841647	18.4
9	12877455	18.6
9	12938933	18.8
9	13004620	19
9	13058314	19.2
9	13120021	19.4
9	13179369	19.6
9	13235820	19.8
9	13289523	20
9	13364803	20.2
9	13424399	20.4
9	13538417	20.6
9	13704937	20.8
9	13807551	21
9	13910915	21.2
9	14024895	21.4
9	14192895	21.8
9	14490451	22.6
9	14906599	22.8
9	15007111	23
9	15106457	23.2
9	15283785	23.4
9	15330018	23.6
9	15459711	23.8
9	15588700	24
9	15713311	24.2
9	15831898	24.4
9	15966517	24.6
9	16202905	25
9	16329443	25.2
9	16474484	25.4
9	16593434	25.6
9	16734869	25.8
9	16867701	26
9	17012898	26.2
9	17112264	26.4
9	17235686	26.6
9	17326401	26.8
9	17409540	27
9	17492179	27.2
9	17577488	27.4
9	17659655	27.6
9	17743677	27.8
9	17826413	28
9	17911274	28.2
9	18002061	28.4
9	18072231	28.6
9	18142989	28.8
9	18213581	29
9	18275973	29.2
9	18349437	29.4
9	18422368	29.6
9	18568551	30
9	18656452	30.2
9	18841730	30.4
9	19036004	30.6
9	19239190	30.8
9	19431279	31
9	19949088	31.6
9	20090045	31.8
9	20252354	32
9	20423042	32.2
9	20582787	32.4
9	20661314	32.6
9	20724313	32.8
9	20788932	33
9	20851367	33.2
9	20978032	33.6
9	21042053	33.8
9	21129567	34.2
9	21241749	34.4
9	21365118	34.6
9	21507557	34.8
9	21631865	35
9	21734244	35.2
9	21829600	35.4
9	21936022	35.6
9	22294537	36.2
9	22418571	36.4
9	22515942	36.6
9	22747749	37
9	22859014	37.2
9	22965499	37.4
9	23077310	37.6
9	23188445	37.8
9	23298762	38
9	23412161	38.2
9	23521701	38.4
9	23580466	38.6
9	23717948	38.8
9	23844599	39
9	23958787	39.2
9	24359309	39.4
9	24753025	39.6
9	25129442	39.8
9	25244691	40
9	25419781	40.4
9	25516880	40.6
9	25607299	40.8
9	25699068	41
9	25788491	41.2
9	25890242	41.4
9	25981847	41.6
9	26329896	41.8
9	26674149	42
9	27048522	42.2
9	27388092	42.4
9	27744030	42.6
9	28045411	42.8
9	28359479	43
9	28688814	43.2
9	29012260	43.4
9	29345077	43.6
9	29648118	43.8
9	29962084	44
9	30227274	44.2
9	31950446	44.4
9	38213038	44.8
9	40832939	45
9	50238636	45.2
9	61314045	45.6
9	84214263	45.8
9	89271890	46
9	92792769	46.2
9	93980594	46.4
9	95145926	46.6
9	96320189	46.8
9	98715247	47
9	99347969	47.2
9	99967973	47.4
9	100578941	47.6
9	101229062	47.8
9	101844880	48
9	102501770	48.2
9	103146502	48.4
9	103763534	48.6
9	105580510	49
9	106394742	49.2
9	107094453	49.4
9	107613165	49.6
9	108196226	49.8
9	109132019	50.2
9	109628383	50.4
9	110041212	50.6
9	110577009	50.8
9	111068994	51
9	112306727	51.8
9	112853196	52
9	113375489	52.2
9	113871140	52.4
9	114590637	52.6
9	115148905	52.8
9	115958684	53
9	116988141	53.2
9	117526810	53.4
9	118028060	53.6
9	118565069	53.8
9	118752147	54
9	118936868	54.2
9	119118036	54.4
9	122485537	56
9	123052887	56.2
9	124230887	56.6
9	124839561	56.8
9	125463302	57
9	126337739	57.2
9	127325008	57.4
9	127963293	57.6
9	128278310	57.8
9	128574846	58
9	128950683	58.2
9	129246403	58.4
9	129564678	58.6
9	129832045	58.8
9	130129986	59
9	130423176	59.2
9	130803325	59.4
9	130961943	59.6
9	131287127	59.8
9	131563921	60
9	131853243	60.2
9	132124380	60.4
9	132455403	60.6
9	132799504	60.8
9	133081312	61
9	133419094	61.2
9	133696532	61.4
9	133986832	61.6
9	134270214	61.8
9	134827075	62
9	136453587	62.6
9	137343658	62.8
9	138360238	63
9	138926076	63.2
9	139130860	63.4
9	139529290	63.8
9	139728778	64
9	139903286	64.2
9	139986674	64.4
9	140122882	64.6
9	140304362	64.8
9	140633249	65.2
9	141409694	65.4
		
9	141751656	65.8
9	141919011	66
9	142046963	66.2
9	142274799	66.4
9	142432956	66.6
9	142600040	66.8
9	142711167	67
9	142788043	67.2
9	142942563	67.4
9	143087352	67.6
9	143158164	67.8
9	143368507	68.2
9	143479759	68.4
9	143585165	68.6
9	143699599	68.8
9	143848047	69
9	143936304	69.2
9	144063096	69.4
9	144143584	69.6
9	144309704	69.8
9	144442242	70
9	144566958	70.2
9	144685098	70.4
9	144817682	70.6
9	144931509	70.8
9	145076235	71
9	145202968	71.2
9	145328867	71.4
9	145457895	71.6
9	145580126	71.8
9	145702549	72
		
9	145993172	72.4
9	146119328	72.6
9	146260501	72.8
9	146520280	73.2
9	146644551	73.4
9	146773725	73.6
9	146910352	73.8
9	147106470	74
9	147183363	74.2
9	147254497	74.4
9	147340106	74.6
9	147378391	74.8
9	147452416	75
9	147534544	75.2
9	147611406	75.4
9	147768738	75.6
9	147799798	75.8
9	147876760	76
9	147955118	76.2
9	148031885	76.4
9	148108845	76.6
9	148192121	76.8
9	148249404	77
9	148330984	77.2
9	148396725	77.4
9	148471750	77.6
9	148498511	77.8
9	148720009	78.2
9	148786780	78.4
9	148868623	78.6
9	148946819	78.8
9	149047841	79
9	149112633	79.2
9	149189862	79.4
9	149267834	79.6
9	149345746	79.8
9	149427009	80
9	149519901	80.2
9	149624610	80.4
9	149664879	80.6
9	149724621	80.8
9	149822605	81
9	149906287	81.2
9	149960258	81.4
9	150170904	81.8
9	150249470	82
9	150331889	82.2
9	150407354	82.4
9	150497844	82.6
9	150572406	82.8
9	150649180	83
9	150721879	83.2
9	150798780	83.4
9	150878101	83.6
9	150955231	83.8
9	151032089	84
9	151111787	84.2
9	151179312	84.4
9	151256166	84.6
		
9	151409370	85
9	151485877	85.2
9	151562844	85.4
9	151679514	85.6
9	151828271	85.8
9	151956332	86
9	152086443	86.2
9	152216458	86.4
9	152498018	86.8
9	152736153	87
9	152809015	87.2
9	152984320	87.6
9	153106960	87.8
9	153181656	88
9	153222521	88.2
9	153346984	88.4
9	153458436	88.6
